,adjustment_method,empirical_fdr,num_rejections,empirical_power,testing_method,nonnull_type,regime_id,repetition_id,trial_id
54,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,2,7,27
55,Bonferroni,0.0,0.0,0.0,simes,self,2,7,27
56,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,2,8,28
57,Bonferroni,0.0,0.0,0.0,simes,self,2,8,28
58,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,2,9,29
59,Bonferroni,0.0,0.0,0.0,simes,self,2,9,29
60,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,0,30
61,Bonferroni,0.0,0.0,0.0,simes,self,3,0,30
62,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,1,31
63,Bonferroni,0.0,0.0,0.0,simes,self,3,1,31
64,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,2,32
65,Bonferroni,0.0,0.0,0.0,simes,self,3,2,32
66,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,3,33
67,Bonferroni,0.0,0.0,0.0,simes,self,3,3,33
68,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,4,34
69,Bonferroni,0.0,7.0,1.0,simes,self,3,4,34
70,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,5,35
71,Bonferroni,0.0,0.0,0.0,simes,self,3,5,35
72,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,6,36
73,Bonferroni,0.0,0.0,0.0,simes,self,3,6,36
74,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,7,37
75,Bonferroni,0.0,5.0,0.7142857142857143,simes,self,3,7,37
76,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,8,38
77,Bonferroni,0.0,0.0,0.0,simes,self,3,8,38
78,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,3,9,39
79,Bonferroni,0.0,5.0,0.7142857142857143,simes,self,3,9,39
80,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,0,40
81,Bonferroni,0.0,0.0,0.0,simes,self,4,0,40
82,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,1,41
83,Bonferroni,0.0,0.0,0.0,simes,self,4,1,41
84,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,2,42
85,Bonferroni,0.0,0.0,0.0,simes,self,4,2,42
86,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,3,43
87,Bonferroni,0.0,0.0,0.0,simes,self,4,3,43
88,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,4,44
89,Bonferroni,0.0,7.0,1.0,simes,self,4,4,44
90,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,5,45
91,Bonferroni,0.0,7.0,1.0,simes,self,4,5,45
92,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,6,46
93,Bonferroni,0.0,6.0,0.8571428571428571,simes,self,4,6,46
94,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,7,47
95,Bonferroni,0.0,7.0,1.0,simes,self,4,7,47
96,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,8,48
97,Bonferroni,0.0,6.0,0.8571428571428571,simes,self,4,8,48
98,Bonferroni,0.0,0.0,0.0,hypergeometric.ga,comp,4,9,49
99,Bonferroni,0.0,7.0,1.0,simes,self,4,9,49
