 ,adjustment_method,empirical_fdr,num_rejections,empirical_power,testing_method,nonnull_type,regime_id,repetition_id,trial_id
1226,BH,0,0,0 , hypergeometric.ga,comp,3,6,306
1227,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,6,306
1228, BH , 0,10,0.625 , simes,self,3,7,307
1229,Bonferroni,0,3,0.1875 , simes,self,3,7,307
1230,BH,0,0,0 , hypergeometric.ga,comp,3,7,307
1231,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,7,307
1232, BH , 0,1,0.0625 , simes,self,3,8,308
1233,Bonferroni,0,1,0.0625 , simes,self,3,8,308
1234,BH,0,0,0 , hypergeometric.ga,comp,3,8,308
1235,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,8,308
1236, BH , 0,3,0.1875 , simes,self,3,9,309
1237,Bonferroni,0,1,0.0625 , simes,self,3,9,309
1238,BH,0,0,0 , hypergeometric.ga,comp,3,9,309
1239,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,9,309
1240, BH , 0.333333,6,0.25 , simes,self,3,10,310
1241,Bonferroni,0,0,0 , simes,self,3,10,310
1242,BH,0,0,0 , hypergeometric.ga,comp,3,10,310
1243,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,10,310
1244, BH , 0,8,0.5 , simes,self,3,11,311
1245,Bonferroni,0,3,0.1875 , simes,self,3,11,311
1246,BH,0,0,0 , hypergeometric.ga,comp,3,11,311
1247,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,11,311
1248, BH , 0,1,0.0625 , simes,self,3,12,312
1249,Bonferroni,0,1,0.0625 , simes,self,3,12,312
1250,BH,0,0,0 , hypergeometric.ga,comp,3,12,312
1251,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,12,312
1252, BH , 0.333333,3,0.125 , simes,self,3,13,313
1253,Bonferroni,0.333333,3,0.125 , simes,self,3,13,313
1254,BH,0,0,0 , hypergeometric.ga,comp,3,13,313
1255,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,13,313
1256, BH , 0,0,0 , simes,self,3,14,314
1257,Bonferroni,0,0,0 , simes,self,3,14,314
1258,BH,0,0,0 , hypergeometric.ga,comp,3,14,314
1259,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,14,314
1260, BH , 0,0,0 , simes,self,3,15,315
1261,Bonferroni,0,0,0 , simes,self,3,15,315
1262,BH,0,0,0 , hypergeometric.ga,comp,3,15,315
1263,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,15,315
1264, BH , 0,0,0 , simes,self,3,16,316
1265,Bonferroni,0,0,0 , simes,self,3,16,316
1266,BH,0,0,0 , hypergeometric.ga,comp,3,16,316
1267,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,16,316
1268, BH , 0,4,0.25 , simes,self,3,17,317
1269,Bonferroni,0,1,0.0625 , simes,self,3,17,317
1270,BH,0,0,0 , hypergeometric.ga,comp,3,17,317
1271,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,17,317
1272, BH , 0,0,0 , simes,self,3,18,318
1273,Bonferroni,0,0,0 , simes,self,3,18,318
1274,BH,0,0,0 , hypergeometric.ga,comp,3,18,318
1275,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,18,318
1276, BH , 0,0,0 , simes,self,3,19,319
1277,Bonferroni,0,0,0 , simes,self,3,19,319
1278,BH,0,0,0 , hypergeometric.ga,comp,3,19,319
1279,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,19,319
1280, BH , 0.5,2,0.0625 , simes,self,3,20,320
1281,Bonferroni,1,1,0 , simes,self,3,20,320
1282,BH,0,0,0 , hypergeometric.ga,comp,3,20,320
1283,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,20,320
1284, BH , 0.1,10,0.5625 , simes,self,3,21,321
1285,Bonferroni,0,6,0.375 , simes,self,3,21,321
1286,BH,0,0,0 , hypergeometric.ga,comp,3,21,321
1287,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,21,321
1288, BH , 0.2,10,0.5 , simes,self,3,22,322
1289,Bonferroni,0.5,4,0.125 , simes,self,3,22,322
1290,BH,0,0,0 , hypergeometric.ga,comp,3,22,322
1291,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,22,322
1292, BH , 0,1,0.0625 , simes,self,3,23,323
1293,Bonferroni,0,1,0.0625 , simes,self,3,23,323
1294,BH,0,0,0 , hypergeometric.ga,comp,3,23,323
1295,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,23,323
1296, BH , 0.5,6,0.1875 , simes,self,3,24,324
1297,Bonferroni,0.666667,3,0.0625 , simes,self,3,24,324
1298,BH,0,0,0 , hypergeometric.ga,comp,3,24,324
1299,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,24,324
1300, BH , 0,2,0.125 , simes,self,3,25,325
1301,Bonferroni,0,1,0.0625 , simes,self,3,25,325
1302,BH,0,0,0 , hypergeometric.ga,comp,3,25,325
1303,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,25,325
1304, BH , 0,5,0.3125 , simes,self,3,26,326
1305,Bonferroni,0,4,0.25 , simes,self,3,26,326
1306,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,26,326
1307,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,26,326
1308, BH , 0,0,0 , simes,self,3,27,327
1309,Bonferroni,0,0,0 , simes,self,3,27,327
1310,BH,0,0,0 , hypergeometric.ga,comp,3,27,327
1311,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,27,327
1312, BH , 0,3,0.1875 , simes,self,3,28,328
1313,Bonferroni,0,2,0.125 , simes,self,3,28,328
1314,BH,0,0,0 , hypergeometric.ga,comp,3,28,328
1315,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,28,328
1316, BH , 0.0769231,13,0.75 , simes,self,3,29,329
1317,Bonferroni,0,1,0.0625 , simes,self,3,29,329
1318,BH,0,0,0 , hypergeometric.ga,comp,3,29,329
1319,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,29,329
1320, BH , 0,1,0.0625 , simes,self,3,30,330
1321,Bonferroni,0,1,0.0625 , simes,self,3,30,330
1322,BH,0,0,0 , hypergeometric.ga,comp,3,30,330
1323,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,30,330
1324, BH , 0,8,0.5 , simes,self,3,31,331
1325,Bonferroni,0,5,0.3125 , simes,self,3,31,331
1326,BH,0,0,0 , hypergeometric.ga,comp,3,31,331
1327,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,31,331
1328, BH , 0,2,0.125 , simes,self,3,32,332
1329,Bonferroni,0,1,0.0625 , simes,self,3,32,332
1330,BH,0,0,0 , hypergeometric.ga,comp,3,32,332
1331,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,32,332
1332, BH , 0,5,0.3125 , simes,self,3,33,333
1333,Bonferroni,0,3,0.1875 , simes,self,3,33,333
1334,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,33,333
1335,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,33,333
1336, BH , 0,3,0.1875 , simes,self,3,34,334
1337,Bonferroni,0,2,0.125 , simes,self,3,34,334
1338,BH,0,0,0 , hypergeometric.ga,comp,3,34,334
1339,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,34,334
1340, BH , 0,4,0.25 , simes,self,3,35,335
1341,Bonferroni,0,2,0.125 , simes,self,3,35,335
1342,BH,0,0,0 , hypergeometric.ga,comp,3,35,335
1343,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,35,335
1344, BH , 0,0,0 , simes,self,3,36,336
1345,Bonferroni,0,0,0 , simes,self,3,36,336
1346,BH,0,0,0 , hypergeometric.ga,comp,3,36,336
1347,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,36,336
1348, BH , 0,0,0 , simes,self,3,37,337
1349,Bonferroni,0,0,0 , simes,self,3,37,337
1350,BH,0,0,0 , hypergeometric.ga,comp,3,37,337
1351,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,37,337
1352, BH , 0,5,0.3125 , simes,self,3,38,338
1353,Bonferroni,0,2,0.125 , simes,self,3,38,338
1354,BH,0,0,0 , hypergeometric.ga,comp,3,38,338
1355,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,38,338
1356, BH , 0.333333,3,0.125 , simes,self,3,39,339
1357,Bonferroni,0,1,0.0625 , simes,self,3,39,339
1358,BH,0,0,0 , hypergeometric.ga,comp,3,39,339
1359,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,39,339
1360, BH , 0.5,6,0.1875 , simes,self,3,40,340
1361,Bonferroni,0,2,0.125 , simes,self,3,40,340
1362,BH,0,2,0.166667 , hypergeometric.ga,comp,3,40,340
1363,Bonferroni,0,2,0.166667 , hypergeometric.ga,comp,3,40,340
1364, BH , 0,2,0.125 , simes,self,3,41,341
1365,Bonferroni,0,1,0.0625 , simes,self,3,41,341
1366,BH,0,0,0 , hypergeometric.ga,comp,3,41,341
1367,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,41,341
1368, BH , 0,0,0 , simes,self,3,42,342
1369,Bonferroni,0,0,0 , simes,self,3,42,342
1370,BH,0,0,0 , hypergeometric.ga,comp,3,42,342
1371,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,42,342
1372, BH , 0,5,0.3125 , simes,self,3,43,343
1373,Bonferroni,0,4,0.25 , simes,self,3,43,343
1374,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,43,343
1375,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,43,343
1376, BH , 0,7,0.4375 , simes,self,3,44,344
1377,Bonferroni,0,4,0.25 , simes,self,3,44,344
1378,BH,0,0,0 , hypergeometric.ga,comp,3,44,344
1379,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,44,344
1380, BH , 0,4,0.25 , simes,self,3,45,345
1381,Bonferroni,0,4,0.25 , simes,self,3,45,345
1382,BH,0,0,0 , hypergeometric.ga,comp,3,45,345
1383,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,45,345
1384, BH , 0,2,0.125 , simes,self,3,46,346
1385,Bonferroni,0,2,0.125 , simes,self,3,46,346
1386,BH,0,0,0 , hypergeometric.ga,comp,3,46,346
1387,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,46,346
1388, BH , 0.111111,9,0.5 , simes,self,3,47,347
1389,Bonferroni,0,5,0.3125 , simes,self,3,47,347
1390,BH,0,0,0 , hypergeometric.ga,comp,3,47,347
1391,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,47,347
1392, BH , 0,10,0.625 , simes,self,3,48,348
1393,Bonferroni,0,5,0.3125 , simes,self,3,48,348
1394,BH,0,0,0 , hypergeometric.ga,comp,3,48,348
1395,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,48,348
1396, BH , 0.2,10,0.5 , simes,self,3,49,349
1397,Bonferroni,0,7,0.4375 , simes,self,3,49,349
1398,BH,0,0,0 , hypergeometric.ga,comp,3,49,349
1399,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,49,349
1400, BH , 0,2,0.125 , simes,self,3,50,350
1401,Bonferroni,0,1,0.0625 , simes,self,3,50,350
1402,BH,0,0,0 , hypergeometric.ga,comp,3,50,350
1403,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,50,350
1404, BH , 0,0,0 , simes,self,3,51,351
1405,Bonferroni,0,0,0 , simes,self,3,51,351
1406,BH,0,0,0 , hypergeometric.ga,comp,3,51,351
1407,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,51,351
1408, BH , 0.25,4,0.1875 , simes,self,3,52,352
1409,Bonferroni,0,3,0.1875 , simes,self,3,52,352
1410,BH,0,0,0 , hypergeometric.ga,comp,3,52,352
1411,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,52,352
1412, BH , 0,9,0.5625 , simes,self,3,53,353
1413,Bonferroni,0,6,0.375 , simes,self,3,53,353
1414,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,53,353
1415,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,53,353
1416, BH , 0,8,0.5 , simes,self,3,54,354
1417,Bonferroni,0,3,0.1875 , simes,self,3,54,354
1418,BH,0,0,0 , hypergeometric.ga,comp,3,54,354
1419,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,54,354
1420, BH , 0,6,0.375 , simes,self,3,55,355
1421,Bonferroni,0,3,0.1875 , simes,self,3,55,355
1422,BH,0,0,0 , hypergeometric.ga,comp,3,55,355
1423,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,55,355
1424, BH , 0.4,5,0.1875 , simes,self,3,56,356
1425,Bonferroni,0,2,0.125 , simes,self,3,56,356
1426,BH,0,0,0 , hypergeometric.ga,comp,3,56,356
1427,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,56,356
1428, BH , 0,8,0.5 , simes,self,3,57,357
1429,Bonferroni,0,7,0.4375 , simes,self,3,57,357
1430,BH,0,0,0 , hypergeometric.ga,comp,3,57,357
1431,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,57,357
1432, BH , 0,2,0.125 , simes,self,3,58,358
1433,Bonferroni,0,1,0.0625 , simes,self,3,58,358
1434,BH,0,0,0 , hypergeometric.ga,comp,3,58,358
1435,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,58,358
1436, BH , 0,0,0 , simes,self,3,59,359
1437,Bonferroni,0,0,0 , simes,self,3,59,359
1438,BH,0,0,0 , hypergeometric.ga,comp,3,59,359
1439,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,59,359
1440, BH , 0.166667,6,0.3125 , simes,self,3,60,360
1441,Bonferroni,0.2,5,0.25 , simes,self,3,60,360
1442,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,60,360
1443,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,60,360
1444, BH , 0,0,0 , simes,self,3,61,361
1445,Bonferroni,0,0,0 , simes,self,3,61,361
1446,BH,0,0,0 , hypergeometric.ga,comp,3,61,361
1447,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,61,361
1448, BH , 0,1,0.0625 , simes,self,3,62,362
1449,Bonferroni,0,1,0.0625 , simes,self,3,62,362
1450,BH,0,0,0 , hypergeometric.ga,comp,3,62,362
1451,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,62,362
1452, BH , 0,3,0.1875 , simes,self,3,63,363
1453,Bonferroni,0,2,0.125 , simes,self,3,63,363
1454,BH,0,0,0 , hypergeometric.ga,comp,3,63,363
1455,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,63,363
1456, BH , 0,5,0.3125 , simes,self,3,64,364
1457,Bonferroni,0,4,0.25 , simes,self,3,64,364
1458,BH,0,2,0.166667 , hypergeometric.ga,comp,3,64,364
1459,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,64,364
1460, BH , 0.428571,7,0.25 , simes,self,3,65,365
1461,Bonferroni,0,3,0.1875 , simes,self,3,65,365
1462,BH,0,0,0 , hypergeometric.ga,comp,3,65,365
1463,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,65,365
1464, BH , 0.333333,3,0.125 , simes,self,3,66,366
1465,Bonferroni,0,1,0.0625 , simes,self,3,66,366
1466,BH,0,0,0 , hypergeometric.ga,comp,3,66,366
1467,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,66,366
1468, BH , 0,2,0.125 , simes,self,3,67,367
1469,Bonferroni,0,1,0.0625 , simes,self,3,67,367
1470,BH,0,0,0 , hypergeometric.ga,comp,3,67,367
1471,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,67,367
1472, BH , 0,3,0.1875 , simes,self,3,68,368
1473,Bonferroni,0,1,0.0625 , simes,self,3,68,368
1474,BH,0,0,0 , hypergeometric.ga,comp,3,68,368
1475,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,68,368
1476, BH , 0,7,0.4375 , simes,self,3,69,369
1477,Bonferroni,0,6,0.375 , simes,self,3,69,369
1478,BH,0,0,0 , hypergeometric.ga,comp,3,69,369
1479,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,69,369
1480, BH , 0.466667,15,0.5 , simes,self,3,70,370
1481,Bonferroni,0.142857,7,0.375 , simes,self,3,70,370
1482,BH,0,0,0 , hypergeometric.ga,comp,3,70,370
1483,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,70,370
1484, BH , 0.333333,3,0.125 , simes,self,3,71,371
1485,Bonferroni,0,2,0.125 , simes,self,3,71,371
1486,BH,0,0,0 , hypergeometric.ga,comp,3,71,371
1487,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,71,371
1488, BH , 0,5,0.3125 , simes,self,3,72,372
1489,Bonferroni,0,0,0 , simes,self,3,72,372
1490,BH,0,0,0 , hypergeometric.ga,comp,3,72,372
1491,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,72,372
1492, BH , 0,0,0 , simes,self,3,73,373
1493,Bonferroni,0,0,0 , simes,self,3,73,373
1494,BH,0,0,0 , hypergeometric.ga,comp,3,73,373
1495,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,73,373
1496, BH , 0.666667,3,0.0625 , simes,self,3,74,374
1497,Bonferroni,0.5,2,0.0625 , simes,self,3,74,374
1498,BH,0,0,0 , hypergeometric.ga,comp,3,74,374
1499,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,74,374
1500, BH , 0.6,5,0.125 , simes,self,3,75,375
1501,Bonferroni,0,0,0 , simes,self,3,75,375
1502,BH,0,0,0 , hypergeometric.ga,comp,3,75,375
1503,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,75,375
1504, BH , 0.2,5,0.25 , simes,self,3,76,376
1505,Bonferroni,0,2,0.125 , simes,self,3,76,376
1506,BH,0,0,0 , hypergeometric.ga,comp,3,76,376
1507,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,76,376
1508, BH , 0,0,0 , simes,self,3,77,377
1509,Bonferroni,0,0,0 , simes,self,3,77,377
1510,BH,0,0,0 , hypergeometric.ga,comp,3,77,377
1511,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,77,377
1512, BH , 0,1,0.0625 , simes,self,3,78,378
1513,Bonferroni,0,1,0.0625 , simes,self,3,78,378
1514,BH,0,0,0 , hypergeometric.ga,comp,3,78,378
1515,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,78,378
1516, BH , 0,7,0.4375 , simes,self,3,79,379
1517,Bonferroni,0,7,0.4375 , simes,self,3,79,379
1518,BH,0,0,0 , hypergeometric.ga,comp,3,79,379
1519,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,79,379
1520, BH , 0,0,0 , simes,self,3,80,380
1521,Bonferroni,0,0,0 , simes,self,3,80,380
1522,BH,0,0,0 , hypergeometric.ga,comp,3,80,380
1523,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,80,380
1524, BH , 0,3,0.1875 , simes,self,3,81,381
1525,Bonferroni,0,1,0.0625 , simes,self,3,81,381
1526,BH,0,0,0 , hypergeometric.ga,comp,3,81,381
1527,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,81,381
1528, BH , 0,3,0.1875 , simes,self,3,82,382
1529,Bonferroni,0,3,0.1875 , simes,self,3,82,382
1530,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,82,382
1531,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,82,382
1532, BH , 0,3,0.1875 , simes,self,3,83,383
1533,Bonferroni,0,2,0.125 , simes,self,3,83,383
1534,BH,0,0,0 , hypergeometric.ga,comp,3,83,383
1535,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,83,383
1536, BH , 0,5,0.3125 , simes,self,3,84,384
1537,Bonferroni,0,2,0.125 , simes,self,3,84,384
1538,BH,0,0,0 , hypergeometric.ga,comp,3,84,384
1539,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,84,384
1540, BH , 0,2,0.125 , simes,self,3,85,385
1541,Bonferroni,0,1,0.0625 , simes,self,3,85,385
1542,BH,0,0,0 , hypergeometric.ga,comp,3,85,385
1543,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,85,385
1544, BH , 0,5,0.3125 , simes,self,3,86,386
1545,Bonferroni,0,3,0.1875 , simes,self,3,86,386
1546,BH,0,0,0 , hypergeometric.ga,comp,3,86,386
1547,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,86,386
1548, BH , 0,0,0 , simes,self,3,87,387
1549,Bonferroni,0,0,0 , simes,self,3,87,387
1550,BH,0,0,0 , hypergeometric.ga,comp,3,87,387
1551,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,87,387
1552, BH , 0,0,0 , simes,self,3,88,388
1553,Bonferroni,0,0,0 , simes,self,3,88,388
1554,BH,0,0,0 , hypergeometric.ga,comp,3,88,388
1555,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,88,388
1556, BH , 0,8,0.5 , simes,self,3,89,389
1557,Bonferroni,0,3,0.1875 , simes,self,3,89,389
1558,BH,0,0,0 , hypergeometric.ga,comp,3,89,389
1559,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,89,389
1560, BH , 0,4,0.25 , simes,self,3,90,390
1561,Bonferroni,0,2,0.125 , simes,self,3,90,390
1562,BH,0,0,0 , hypergeometric.ga,comp,3,90,390
1563,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,90,390
1564, BH , 0,1,0.0625 , simes,self,3,91,391
1565,Bonferroni,0,1,0.0625 , simes,self,3,91,391
1566,BH,0,0,0 , hypergeometric.ga,comp,3,91,391
1567,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,91,391
1568, BH , 0,0,0 , simes,self,3,92,392
1569,Bonferroni,0,0,0 , simes,self,3,92,392
1570,BH,0,0,0 , hypergeometric.ga,comp,3,92,392
1571,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,92,392
1572, BH , 0,0,0 , simes,self,3,93,393
1573,Bonferroni,0,0,0 , simes,self,3,93,393
1574,BH,0,0,0 , hypergeometric.ga,comp,3,93,393
1575,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,93,393
1576, BH , 0,0,0 , simes,self,3,94,394
1577,Bonferroni,0,0,0 , simes,self,3,94,394
1578,BH,0,0,0 , hypergeometric.ga,comp,3,94,394
1579,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,94,394
1580, BH , 0,7,0.4375 , simes,self,3,95,395
1581,Bonferroni,0,2,0.125 , simes,self,3,95,395
1582,BH,0,0,0 , hypergeometric.ga,comp,3,95,395
1583,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,95,395
1584, BH , 0,0,0 , simes,self,3,96,396
1585,Bonferroni,0,0,0 , simes,self,3,96,396
1586,BH,0,0,0 , hypergeometric.ga,comp,3,96,396
1587,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,96,396
1588, BH , 0,3,0.1875 , simes,self,3,97,397
1589,Bonferroni,0,2,0.125 , simes,self,3,97,397
1590,BH,0,0,0 , hypergeometric.ga,comp,3,97,397
1591,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,97,397
1592, BH , 0,1,0.0625 , simes,self,3,98,398
1593,Bonferroni,0,1,0.0625 , simes,self,3,98,398
1594,BH,0,0,0 , hypergeometric.ga,comp,3,98,398
1595,Bonferroni,0,0,0 , hypergeometric.ga,comp,3,98,398
1596, BH , 0.1,10,0.5625 , simes,self,3,99,399
1597,Bonferroni,0,7,0.4375 , simes,self,3,99,399
1598,BH,0,1,0.0833333 , hypergeometric.ga,comp,3,99,399
1599,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,3,99,399
1600, BH , 0,5,0.3125 , simes,self,4,0,400
1601,Bonferroni,0,5,0.3125 , simes,self,4,0,400
1602,BH,0,0,0 , hypergeometric.ga,comp,4,0,400
1603,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,0,400
1604, BH , 0.25,12,0.5625 , simes,self,4,1,401
1605,Bonferroni,0,5,0.3125 , simes,self,4,1,401
1606,BH,0,0,0 , hypergeometric.ga,comp,4,1,401
1607,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,1,401
1608, BH , 0.166667,6,0.3125 , simes,self,4,2,402
1609,Bonferroni,0,3,0.1875 , simes,self,4,2,402
1610,BH,0,0,0 , hypergeometric.ga,comp,4,2,402
1611,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,2,402
1612, BH , 0,7,0.4375 , simes,self,4,3,403
1613,Bonferroni,0,5,0.3125 , simes,self,4,3,403
1614,BH,0,1,0.0833333 , hypergeometric.ga,comp,4,3,403
1615,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,4,3,403
1616, BH , 0,4,0.25 , simes,self,4,4,404
1617,Bonferroni,0,2,0.125 , simes,self,4,4,404
1618,BH,0,0,0 , hypergeometric.ga,comp,4,4,404
1619,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,4,404
1620, BH , 0.181818,11,0.5625 , simes,self,4,5,405
1621,Bonferroni,0,4,0.25 , simes,self,4,5,405
1622,BH,0,0,0 , hypergeometric.ga,comp,4,5,405
1623,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,5,405
1624, BH , 0,4,0.25 , simes,self,4,6,406
1625,Bonferroni,0,1,0.0625 , simes,self,4,6,406
1626,BH,0,0,0 , hypergeometric.ga,comp,4,6,406
1627,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,6,406
1628, BH , 0,3,0.1875 , simes,self,4,7,407
1629,Bonferroni,0,3,0.1875 , simes,self,4,7,407
1630,BH,0,0,0 , hypergeometric.ga,comp,4,7,407
1631,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,7,407
1632, BH , 0,4,0.25 , simes,self,4,8,408
1633,Bonferroni,0,1,0.0625 , simes,self,4,8,408
1634,BH,0,0,0 , hypergeometric.ga,comp,4,8,408
1635,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,8,408
1636, BH , 0,11,0.6875 , simes,self,4,9,409
1637,Bonferroni,0,2,0.125 , simes,self,4,9,409
1638,BH,0,0,0 , hypergeometric.ga,comp,4,9,409
1639,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,9,409
1640, BH , 0.0666667,15,0.875 , simes,self,4,10,410
1641,Bonferroni,0,7,0.4375 , simes,self,4,10,410
1642,BH,0,2,0.166667 , hypergeometric.ga,comp,4,10,410
1643,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,4,10,410
1644, BH , 0,1,0.0625 , simes,self,4,11,411
1645,Bonferroni,0,1,0.0625 , simes,self,4,11,411
1646,BH,0,0,0 , hypergeometric.ga,comp,4,11,411
1647,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,11,411
1648, BH , 0.277778,18,0.8125 , simes,self,4,12,412
1649,Bonferroni,0,6,0.375 , simes,self,4,12,412
1650,BH,0,2,0.166667 , hypergeometric.ga,comp,4,12,412
1651,Bonferroni,0,2,0.166667 , hypergeometric.ga,comp,4,12,412
1652, BH , 0,6,0.375 , simes,self,4,13,413
1653,Bonferroni,0,4,0.25 , simes,self,4,13,413
1654,BH,0,1,0.0833333 , hypergeometric.ga,comp,4,13,413
1655,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,4,13,413
1656, BH , 0.222222,18,0.875 , simes,self,4,14,414
1657,Bonferroni,0,9,0.5625 , simes,self,4,14,414
1658,BH,0,1,0.0833333 , hypergeometric.ga,comp,4,14,414
1659,Bonferroni,0,1,0.0833333 , hypergeometric.ga,comp,4,14,414
1660, BH , 0,14,0.875 , simes,self,4,15,415
1661,Bonferroni,0,6,0.375 , simes,self,4,15,415
1662,BH,0,0,0 , hypergeometric.ga,comp,4,15,415
1663,Bonferroni,0,0,0 , hypergeometric.ga,comp,4,15,415
1664, BH , 0,12,0.75 , simes,self,4,16,416
